2020/04/22,2020/04/30,2020/05/08,2020/05/16,2020/05/24,2020/06/01,2020/06/09,2020/06/17,2020/06/25,2020/07/03,2020/07/11,2020/07/19,2020/07/27,2020/08/04,2020/08/12,2020/08/20,2020/08/28
0.03848200222316957,0.18699946549294583,,,0.19306268639410723,0.1477404282686402,0.22524158159891763,0.11286111778550224,0.19872107124521662,0.4832644216901822,0.6445028781890869,0.7041451126042725,,0.37432330957165466,0.4995938241481781,0.6311384170741318,0.5592570620550501
0.13776644277023087,,0.3757254108678132,,,,0.6932510903903416,,0.756334809338737,,0.771750035576231,,0.07035611942410469,,0.365030708722671,,0.2362752562576486
0.290192392633921,0.0316294256065573,,0.4754191398620605,0.07970256265252829,,0.6821119096206841,0.7368677369020519,0.7060722053050995,0.47129219561128,0.2675918552644991,0.04185682204034594,0.23181856671969095,0.2351696359930537,,0.29390588111878385,0.06414259225130081
,0.16270537425275788,,0.22775876025358835,0.6940223058064778,0.7296030257017382,0.7835743228594462,0.7787089049816132,0.06381389498710632,0.6590774274255377,0.5585588971652079,0.436404036624091,0.21603628845965175,0.16537887779232896,0.09451766684651375,0.2757441850211919,0.21196821523667533
0.08302961715630122,,,,,0.24317279296334746,0.295912972243822,0.29413798805949415,0.4949321321078709,0.6300617694854737,0.773199588060379,0.08468568352510304,0.8193059493278595,0.7997480183940799,0.5769835438023615,0.1674217101600435,0.5552155443661763
0.041883070621169666,0.21349619707104966,0.2319341400288977,0.23175456456710838,0.2913406789302826,0.11573570966720581,0.08234353370624788,0.6459334657171006,0.5335657000541687,0.7418802747899581,0.5386036687063755,0.06775518664242731,0.6118877606188997,0.6768815070390701,0.026525102647961953,,0.07621138264963583
0.3899964435798366,,,0.14949868997884175,,0.07244315316392719,0.08507101722596365,,0.1673107147216797,,0.30927058397975643,0.18233226984739304,0.03881864994764328,0.19766684261821504,0.2941888349075523,0.028402867592563948,0.24757949668339752
0.12554547907068178,0.1547731257536832,,0.08748028009511585,0.08489291767279307,0.17924405941466906,0.2010411211798863,0.2049414791544565,0.050350324427514644,0.591414723285409,0.2794231722934487,0.20548266696850367,0.009847531093514869,0.1783557718499189,,0.07185232517982851,0.2597426974997274
0.241223285432858,,0.24304954013907132,,,,0.28317711003353746,,0.5136133720797877,,0.6192479577470333,,0.18069229210798787,,0.7170594216434762,,0.5881349675452285
0.2298711563150088,0.1824572905148539,,0.3489017188549042,0.44429332613945005,,0.6555628538131714,0.6130146682262421,0.3992437747934219,0.2892489569342655,0.3776855915784836,0.243124645686378,0.2739519889177627,0.2685157107679467,,0.2041029851291811,0.10571575303932271
0.19487631357407664,0.3054559747378031,0.15913360909196544,0.3561651310897446,0.5524704218503621,0.34532040953636167,0.04843608345836401,0.3017188608646393,0.04265421925504421,0.32204076647758484,0.5138921983308549,0.2862733499598063,0.27956012446475287,0.24415473341941835,,0.14288662709673952,0.14255918215288732
0.1311252973973751,0.5323738661517351,0.5798312546272928,0.11200131523434532,0.06281156201624324,,0.5928472062032595,0.3532283316921377,0.21182259615276477,0.2860880252804444,,0.18928737591413522,0.18273938062719325,0.18927100291071533,,0.18553722957289645,0.15392447732621617
,0.29930947721004486,0.21148929505202735,0.46755697429180143,0.13284819573163986,0.5637185232092937,0.579591304063797,0.03547835722565651,,0.5267321070035299,0.5088151005680481,0.14646610617637634,0.44440001249313354,,,0.36839575072129566,0.39139045774936676
0.21178916020505895,0.18665898479748894,,0.519124047878461,0.19883816689252853,,0.7624122420255142,0.7940331964657225,0.5211745190342577,0.5431786929039711,0.6379078206165817,0.16455734654623558,0.534039169549942,0.4684469699859619,,0.0802185709164282,0.19284933308760324
0.15829757868119007,0.2021692378912121,0.08996980624667728,0.2756688622193677,0.5694973670079126,0.06854201398400052,0.5868728598895963,0.5061984646320343,0.49804330564297217,0.35734572634100914,0.3331968194889271,0.03152390672612134,0.29985314788105333,,0.022341440954803306,0.44429700140359335,0.454931150614662
0.18450493450675692,0.061832302665670975,,0.24025966258071557,0.2597551859087414,,0.41592115418695896,0.6580232037827104,0.595774160145986,0.09808617655127916,0.8349501001539963,0.7406533968199034,0.7755870590927855,0.7363531413053304,,0.7011373618472443,0.5491760671138763
0.26684995445629095,0.2973494225930046,,0.15169840262723513,0.0731197125039252,0.3030513639633472,0.5034105976422628,0.3231169713868035,0.21728967176353534,0.7510217502713203,0.7121762919971961,0.5713781118392944,,0.2088620513677597,0.7317137658596039,0.6138747440650351,0.5872400079619914
0.18793928707262628,0.18842056811373953,,0.038517208085680495,0.2517547200812526,0.055278382816074334,0.3142981762471406,0.6007979047760805,0.6230066627264023,0.6889322680276583,0.6004230228960425,,0.0783337706058623,,0.6552529468126824,0.5363800128300985,0.49695629311803446
0.08583685336880155,0.19631033136067355,0.3268220110078758,0.047423441126570265,0.16231177685161433,,0.7046553732050576,0.5673691003425606,0.3717306301337828,0.5456485094347898,,0.5303690583562783,0.4620621361428672,0.4483021388275084,,0.33106813666551077,0.2860064262630641
0.19575969129800797,0.1575210920789025,,0.6225115353610761,0.5883904128480092,,0.8368907417307322,0.7910539959274249,0.6575871190368511,0.23573951421778147,0.3375032219829356,0.23156206502068427,0.3289802531918674,0.19824969480627178,,0.20205380606535983,0.09864766580704501
0.1936089803484526,0.3011498979422258,,,,0.641412671994974,0.65559703707695,,0.06197432845279023,0.5954965847132374,0.6203420844065581,0.33533409106930934,0.22370110185216227,,,0.4446680151807275,0.6336679276138433
0.05111975132662829,0.4365561140908135,0.5172664787455317,0.21388802429040274,0.47439512610435486,0.2043411275251809,0.10518090631983695,0.7290549932241047,,0.48789865225068135,0.5341995386562112,0.04689626976938942,0.24793802884717783,0.24317172914743423,0.1068139374256134,0.09512015787122907,0.19343817979097366
0.07762756708390474,0.22764830397708075,0.3647702489314553,0.34166371405875695,0.5635150373956594,0.33722469210624695,0.4621195751379901,0.7336036700468797,,0.6828180954736822,0.43542155417902717,0.4154452860355377,0.36254178567093304,0.3149803843841238,0.14407971173504147,,0.06652655649207283
0.25255127397984484,0.46609299949237276,,0.3514123260974884,0.3896995113007253,0.8521919970947945,0.8450488796869614,0.07547731697559357,0.4094638377428055,0.6841662675142288,0.7281514051501736,,0.057116098180413244,,,0.07825903961252222,0.8288638945979796
0.03721947518273835,0.23688499414720138,,0.5801660558624208,0.810536309358037,0.10082645231210756,0.8457747838438704,0.8263018824782501,0.2674078163219029,0.6983460055189904,0.5222269735838238,0.1644421924805445,,0.07444716434535494,0.2713684967729134,0.2362851583532394,0.2284832878767916
0.19995400128087104,,0.057386079568530174,,,0.33441390624452005,0.38880448035559134,0.38201732308862335,0.40514718166929314,0.4812140017747879,0.48570626065072664,0.11034201327568989,0.03298825323581696,0.7083001948334883,0.7667378114625072,0.02777839911310109,0.40506236593517
0.3433184822400411,0.6103236556053162,0.06063876212903595,,,0.3099370539188385,0.7292698900052137,0.1291002333164215,0.47167080298468866,0.35254266432353426,0.23397468626499177,0.16310833394527435,0.02382064238190651,0.15303243231028318,,0.14885841806729636,0.14571688871910593
0.34255306343888153,0.1518129980155692,0.1778894066810608,,,0.7535269000185626,0.7504204376841761,0.7817974547754655,0.4261481265227,0.6417497363007616,0.08829759274210248,0.4071986645460129,0.29824171513044595,0.31860926123468924,0.2918052064875762,0.05070190752545992,0.35238400953156607
0.49125876841877686,0.030338468510337384,,0.05657389461994171,0.6841023618595421,,0.7808399046100623,0.7295669948416516,0.24811907583531345,0.49508494160242633,0.4047382083910925,0.18977638987298062,0.307568432259256,0.27542234789545633,,0.26761076879255463,0.1661161714520751
,0.17267958262860605,,0.04669237354755246,,0.4345946285828008,,0.723525670516113,,0.7295261025030996,,0.045340193888672324,,0.5490548208764284,,0.38820239699372594,
,0.12062339735249471,0.06026921227299894,0.15667616265185189,0.45866456925868987,0.7093632645584808,0.7522661685943604,0.017003803234906117,,0.6649709308808512,0.5692612564414773,0.34275661812498986,0.37003857410723506,,,0.2118736404943936,0.26384200741735736
0.06364225596189499,0.07804361709802564,,0.053306901768308525,0.2724223548368853,,0.3259994328447525,0.4344221784901071,0.3304400207501852,0.6770867705345154,0.6933028451495917,0.09417026171269247,0.4051584780216217,0.47303029353497555,,0.3226888057268048,
0.1265559930067796,0.16571226567029954,0.21064439415931702,0.07454126700758934,0.03864471889771376,,0.2205653807946614,0.2884216377206699,0.19808504624026163,0.20145291691582676,,0.16617925218009852,0.1728185809134871,0.17019302666801767,,0.17874628847295587,0.16613727062940598
,0.2204266211675515,,0.10934669524431229,,0.5674960953848702,,0.3650915682315826,,0.2907248338063558,,0.09155503603966629,,0.24386603385210037,,0.34633676211039227,
0.11470265438159306,0.08420982846709332,0.15343662798404695,,0.3144485822745732,,0.600395946481377,,0.2825823743408973,,,,0.3322797093806309,,,,0.4190991507094102
