2021-04-16 00:00:00,2021-04-19 00:00:00,2021-04-21 00:00:00,2021-04-24 00:00:00,2021-04-26 00:00:00,2021-04-29 00:00:00,2021-05-01 00:00:00,2021-05-04 00:00:00,2021-05-06 00:00:00,2021-05-09 00:00:00,2021-05-11 00:00:00,2021-05-14 00:00:00,2021-05-16 00:00:00,2021-05-19 00:00:00,2021-05-21 00:00:00,2021-05-24 00:00:00,2021-05-26 00:00:00,2021-05-29 00:00:00,2021-05-31 00:00:00,2021-06-03 00:00:00,2021-06-05 00:00:00,2021-06-08 00:00:00,2021-06-10 00:00:00,2021-06-13 00:00:00,2021-06-15 00:00:00,2021-06-18 00:00:00,2021-06-20 00:00:00,2021-06-23 00:00:00,2021-06-25 00:00:00,2021-06-28 00:00:00,2021-06-30 00:00:00,2021-07-03 00:00:00,2021-07-05 00:00:00,2021-07-08 00:00:00,2021-07-10 00:00:00,2021-07-13 00:00:00,2021-07-15 00:00:00,2021-07-18 00:00:00,2021-07-20 00:00:00,2021-07-23 00:00:00,2021-07-25 00:00:00,2021-07-28 00:00:00,2021-07-30 00:00:00,2021-08-02 00:00:00,2021-08-04 00:00:00,2021-08-07 00:00:00,2021-08-09 00:00:00,2021-08-12 00:00:00,2021-08-14 00:00:00,2021-08-17 00:00:00,2021-08-19 00:00:00,2021-08-22 00:00:00,2021-08-24 00:00:00,2021-08-27 00:00:00,2021-08-29 00:00:00
0.0718696939280806,-0.0319968953064991,0.0385842947893056,0.0850304117298466,0.1017342804590635,0.0718235681229292,0.0733095740169071,0.1113857628238779,0.089385657683567,-0.0228845725807891,0.0803315338397585,0.1855709160322089,0.1026203368746131,-0.6523894967775102,0.0200346107249445,0.0604316253211609,0.0722640514706567,0.0877414420492807,0.1213849429911871,-0.0451094325108764,0.1902288127232809,0.0683598591878087,0.0650473311832239,0.1152161141295147,0.1718065190046399,0.076075088147103,0.1073695994932298,0.0996147667821794,0.1347825391362214,0.3580145801342531,0.3690643946571873,0.2928978496208634,0.4706441481323166,0.3181955857709387,0.1270559655055027,0.3153058016832987,0.2039758499202889,0.3134732324147513,0.2096745369963388,0.3272670387743346,0.6348927717451012,0.5654338445964476,0.721011736089374,0.3868223603389069,0.3392026976483441,0.235106221348803,0.3508726442657123,0.1038991982993187,0.2929204632146929,0.7510841415763982,0.096809277026974,0.2692907449983593,0.819334645302104,0.7587291190584717,0.8134132615155337
0.0595734529076214,0.0766661315649346,0.0830763514304957,0.0708232886660683,0.0584852287553456,0.0773882435715871,0.1259694305068958,0.0744959844966896,0.1288482206223744,0.0665490943825974,0.1064360525035249,0.1739883347953032,0.1259397390568527,0.11527799432717,0.1308819703112915,0.1318474280964234,0.2776487717402677,0.1698200083759449,0.2129080963498486,0.1736739520066633,0.1972328645640075,0.212841927339822,0.3417572063531531,0.6506415137444219,0.3340062497881202,0.3790899540273499,0.4044254387708537,0.4082835212935544,0.4198255984025777,0.4822230179939414,0.507305918174718,-0.002145937369132,0.6699274693407611,0.5918549330635773,0.3281241874327747,0.1763191652317666,0.5333190002125939,0.5877019965113321,0.4790114956326214,0.6132361727007282,0.8160404485519738,0.6972386351600137,0.2320263693920823,0.6269423414208714,0.3212695253701842,-0.0766763583577094,,0.4863912638969175,0.0781040705021009,0.3740112995382845,0.1386110032728273,0.1164923234289591,0.0786498603260905,0.0966875403669393,0.2206830472564042
,,0.0473252988505165,,0.0681438185797643,,0.1228958985887689,,0.113419560214981,,0.3837263361081915,,0.4920478142097858,,0.0676008233452228,,0.3272675517501879,,0.0307967246175145,,1.0880334238869998,,0.0682495451587451,,0.9199135447534728,,0.8339239591643872,,0.7714720870678193,,0.5264608456807092,,0.544971002013854,,0.3933339614934653,,0.25105185281696,,0.2451014752568565,,0.1940376188446637,,-0.0965310476811492,,0.2070497685104619,,0.0966674994323272,,0.2377285335088064,,0.2358888133419743,,0.2306604456097931,,0.0771978135701719
0.0981423271597896,0.0859663184906451,0.086701315183016,0.0640277057520051,0.1232943141543013,0.1416777800961534,0.0594072757747332,0.1521149137270261,0.1140319908545393,-0.0120939941408118,0.1493278658359686,0.1338195778330042,0.1190159677174286,0.169834364313366,0.1776414405526298,0.2129588587883868,0.2558242733876811,-0.0825515711082596,0.3574227990163544,0.3847785740723081,0.58227221585446,0.5868540976492201,0.1760284400408524,0.5348627046030666,0.4293999058231983,0.5763273551035862,0.6111130768602325,0.5330752767374354,0.5412360257496084,0.2430037199063836,0.2113653346357813,0.3338286371150574,0.4509451264441519,0.2068163937093619,0.4116926161188006,0.3016866180857244,0.2595670154588607,0.2138642505696296,0.3561960082349187,0.2063291133414462,0.2713267582673156,-0.0774331010514777,0.120701765021363,0.1650565108007161,0.1630419733407745,0.1338145660870079,0.137681320833009,0.1441394730531036,0.1689372761161316,0.1425117226023356,0.172849698194703,0.1085622687243475,0.2045988083176035,0.1630397782218299,0.1853335344449757
0.0490752677490033,0.1221827159191863,0.0041349671115742,0.2374016558545394,0.1489635236445526,0.1921417530023274,0.0554437935670867,0.1957675190311374,0.0566069617630997,0.1700087709835402,0.1508814576849004,0.1524689842907275,0.1220775486148992,0.2581191068184677,0.0732051022334597,0.3005487062034609,0.5104701675217284,0.2646672100484776,0.2894810762370831,0.3514046214524036,0.2458242422897995,0.2050524097266369,0.0971886630258585,0.2869773750704192,0.3201906784462678,0.2480997069581907,0.3418245839376513,0.3574690584559837,0.4197536048948037,-0.1351108619605426,0.6623065723781671,0.0224386930362434,0.4220226678234796,0.6234326636064049,0.7285198834236272,0.7129804199324509,0.8417495364096478,0.7872586678069038,0.1017797031730156,0.842011151087642,0.7987539728340559,0.1152243622731835,0.3613721734264063,0.6416746926055757,0.1750812011754316,0.7169108693135331,0.1180983175684355,0.5899307718114284,0.6464868689668875,0.6075745110313526,0.2158396898256396,0.2583792465602677,0.1323220396427688,0.0595602235847657,0.4438694055840247
0.047301008180231,,0.0986041263074843,,0.0851874751762792,,0.1077923667209949,,0.0726594889931237,,0.0834797162299759,,0.1064320457492071,,0.1501165030814997,,0.1463977853542065,,0.0047311568033454,,0.2755915170152911,,0.2754312543918349,,0.3766426441719313,,0.4200175635665912,,0.471303822627888,,0.4790183119778675,,0.4745955594838208,,0.1823316977802044,,0.3533655329977421,,0.2830203952479229,,0.2599055332479794,,0.1114608441607786,,0.224333786718805,,,,0.165766998255971,,0.176449586207211,,0.1805269619326643,,0.1864586125151951
0.0686100447824811,0.1657941908229301,0.212759674365457,0.0370037088964612,0.0528517066642779,0.345515170652617,0.1174384457299729,0.1443438049038702,0.2247476586396468,0.0478648977131108,0.1858475447166838,0.1415688522279741,0.2633476059191085,0.2875845057135818,0.1259347453778085,0.2360974574578378,0.31018132673271,0.2300724098626294,0.2439450551109024,0.2066514193490831,0.4434652287246549,0.3768905379232758,-0.0289062752834832,0.2831321134119893,0.3160856719935548,0.3037484380844606,0.3895232415542902,0.4236594255117844,0.4638675700718698,-0.1219673217031804,0.6155255250610567,0.4888366295140882,0.1716321715760059,0.6229402018293089,0.4963865681686213,0.3613096194862505,0.5489272134595464,0.4509384335460634,0.1371936900755332,0.6972015868208284,0.5683284367461716,0.3895936854760695,0.2936900710672986,0.1054105997297411,0.630428567108007,0.0594894737068105,0.6325185910787887,0.4412611286094776,0.5402255815367384,0.5383314359114513,0.362459657449972,0.4726044630538294,0.077388486253635,-0.1469482564370125,0.238342490120592
,0.0385817154483293,,0.0119924685320853,,0.1012458841113899,,0.0356477935983115,,0.0525846752857615,,0.0487074862874863,,0.0488352673921784,,0.0761542162291815,,0.1721877338098275,,0.2626844066966692,,0.2011695943914995,,0.4345716709214658,,0.5381039158056662,,0.7870278135013157,,0.6200599656618984,,0.7715948234102709,,0.7715543783292853,,0.8302003085352246,,0.8553960130789792,,0.3630634301124617,,0.8027143341548991,,0.8339158543715509,,0.8105763505398019,,0.7949670323973828,,0.7284649415976526,,0.3866918571887874,,0.7285727737667197,
0.0760705961324625,0.0908750875918961,0.1040016030059229,0.0899083149136967,0.0488114527523495,0.1257560152329386,0.0927941379261076,0.0444180296535509,0.1005907628993358,0.1285134851053644,0.1240198389759575,0.186538040237514,0.1425667321573778,0.1346974484585176,0.1171428518168669,0.1132204591211067,0.1755547634356036,0.1698908382447133,0.1503947010026499,0.1581620520301769,0.1582393040790859,0.1464617337928484,0.2518974547000621,0.5276606535658648,0.391374969132994,0.1894835086943361,0.2206567698746478,0.3144207567612097,0.2909929926269529,0.3144323646911546,0.2969153704471096,0.3472443497175875,0.4434178642192635,0.3758326356069787,0.4940002109290356,0.2353464634285831,0.4864062459291952,0.4981042229656466,0.3847199780403336,0.2965424543538862,0.6504487766961157,0.634548701136065,0.5586832257101456,0.6620927703801162,0.258053114600063,0.0537122253730628,,0.6503648705373268,0.0293181953859754,0.4981081220197401,0.5643192524546156,0.3475983458454619,0.4455150520044306,0.1650449458973112,0.5020254770461824
,,0.0072605880536495,,0.098109452970331,,0.0752453400696519,,0.1225447523953245,,0.1040558203553974,,0.0829833717413646,,0.2949524635581321,,0.1710016589397772,,0.1122048748973543,,0.0654646601582924,,0.0609518929625642,,0.2325306842945994,,0.5615475226200548,,0.6299324337553697,,0.2019669195663765,,0.8692967179729688,,0.947360075853514,,0.9356463118725588,,0.802831801825437,,0.5296342738715588,,0.5176373736587148,,0.1699140970480359,,0.2577641446604055,,0.5341772582785712,,0.2397362863006433,,0.3416277107563193,,0.2413391385580255
