2021/04/15,2021/04/23,2021/05/01,2021/05/09,2021/05/17,2021/05/25,2021/06/02,2021/06/10,2021/06/18,2021/06/26,2021/07/04,2021/07/12,2021/07/20,2021/07/28,2021/08/05,2021/08/13,2021/08/21,2021/08/29
,0.1558682719499442,0.034211026905553756,0.2648149474621755,0.032035693069254335,0.14663443753023606,0.2054169793089865,0.14692330607008902,0.2403594141695113,0.4223156149495286,0.48399048606058914,0.4970846674912632,0.6690889752202935,0.4849764406681061,0.3104096066359191,,0.20866390864054363,0.14900393784046173
0.163066270967193,,,0.22948695271863936,0.23939118220617897,0.2830565885803079,0.30655854363595286,0.039862830191850655,0.5366806558200291,0.08457934238561769,0.7011043324790226,0.6464733630058846,0.5563538694847613,0.6463346493323557,0.3653103432613348,0.5997291505336761,0.09271246059374376,0.027503638588875307
0.04922251980942035,0.13124473558531868,,,0.4126206315742247,0.20794216513732228,0.7859621047973633,0.11739124593497287,0.8381226889836533,0.10243481388236439,0.6777827382900672,0.2742453183126835,0.17207158626264307,0.28621408696335665,0.24312258286112826,0.21388874248337297,0.09946425578423909,0.12235361535697623
,0.07329331338405609,0.04129343181848526,0.2549806257285009,0.32519629377932374,,0.5457633286714554,0.6651089851203105,0.6259425649259462,0.44434311186301556,0.46920268427705397,0.36088798647070613,0.15777273836880362,0.06753783590613387,0.2737739490211672,0.2817490651486391,0.28029880737753904,0.1157018430531025
0.060105659124201544,,0.20588582631969993,0.20807899867541566,0.21001886514820833,0.13198920836051306,0.1240835882285062,,0.3016316881359295,0.2922803511895527,0.7121561850820269,0.697834035118369,0.6897553930256357,0.7469578148522507,0.05407111883646082,0.6609877451907756,0.25709921973092215,0.48193541169166565
0.17305213813790554,0.02985821356755341,0.18471680581569672,0.21233012154698372,0.2789838243832533,0.012420333227168082,0.4389975319544856,0.4873918231044496,0.5632407810629868,0.6088059146397049,0.6011062860488892,0.43324360901659187,0.19864164112919053,0.3525225235074406,0.3408826805236797,0.2977036500997397,0.3021309407586152,0.04410831430214363
0.2034269357117451,,0.22168444221218428,,0.05875257267913919,,0.03606637343764305,,0.49492655709846733,,0.5892161644519643,,0.5933752724001251,,0.6317646526488937,,0.545697128199614,
0.12153799543315935,,0.12018350581360497,0.14245803181718036,0.16993543605452185,,0.23668849710479714,0.07629322020056743,0.6032017237332021,0.6818372655347988,0.18524369680219227,0.7165580917657648,0.7483369892400776,0.7441249392652065,0.24189848482139464,0.6816874009043357,0.6736278813024309,
0.18293068573769347,,0.06922742495345195,0.2216542451552311,0.23731251239751758,0.2401722834106304,0.2520487254275585,0.09189067073263384,0.2989267316867943,0.36514175006366195,0.5021112568750595,0.5458155763258173,0.47358371866376775,0.5719859650259304,0.6696028012915772,0.6896540799611052,0.2842777921169891,0.025445099114566237
0.032309992112215406,0.20732637345790864,0.05569396483851492,0.06109586411288807,0.040464110019868306,0.1273895586082092,,0.248613564402529,0.6731919317278913,0.4193355143070221,0.7940592607450023,0.7549055218696594,0.43516363203525543,0.7259207173582896,0.09920457664272657,0.5438597649335861,0.3914809272730652,0.33267425797435435
0.47075549960136415,0.05327810293738041,0.1748783334939223,0.639126850861937,0.719804884449743,0.5520406232532021,0.7294846773147583,0.5181399290177547,0.5362238707407315,0.36806497367434426,0.31927756016904657,0.27837379631965653,0.2441544612065661,0.2440855560932325,0.11596579800852183,0.20065026468934663,0.23213139931329146,0.04457849503298418
