2021/04/15,2021/04/23,2021/05/01,2021/05/09,2021/05/17,2021/05/25,2021/06/02,2021/06/10,2021/06/18,2021/06/26,2021/07/04,2021/07/12,2021/07/20,2021/07/28,2021/08/05,2021/08/13,2021/08/21,2021/08/29
,0.13246389909070702,0.1881730240557404,0.2802326500833173,0.1943402558940602,0.21021123090206195,0.1855717593356468,0.2602232012179754,0.15031878839819388,0.329784465005706,0.41956774283338355,0.4269484300186707,0.6647163020510078,0.8098842954941504,0.5688933618993185,,0.4622065911905431,0.27649421789763906
0.10435902575006148,,,0.18060654875639467,0.19345360892310368,0.23997019622856972,0.2249154199246607,0.32206784881928774,0.48636631157230464,0.32561163738378807,0.6966296276925573,0.661258340931793,0.7707582048230281,0.798781384937235,0.2881832138478778,0.6432190623951254,0.26509968620414853,0.17532938150179597
0.17393357592195394,0.08651200405062681,,,0.5217631233362524,0.5292397650320874,0.9426820127049986,0.43498960312793183,0.9278434060915998,0.39664153332090696,0.5839276960397847,0.1697076896991275,0.3120369005981671,0.23620221555071605,0.20397536227558455,0.18636976322518284,0.13440104164216815,0.27362774389548944
,0.21129289484210553,0.2201215409067466,0.21376049740932818,0.3934220561385723,,0.641339916204571,0.6567750770459807,0.6531726415340916,0.3488861409427931,0.4501538318255662,0.34042950399024324,0.3392085104902627,0.3298211707363169,0.24059633474590458,0.2622232773124217,0.2368660153163755,0.25312012702810044
0.2105889474257506,,0.2002077072881955,0.1669927693769794,0.19405194383065477,0.27633657478006957,0.35632105158727,,0.3193778837026591,0.6295560303701451,0.8721379978425009,0.822450258923201,0.9312550991563512,1.0,0.3574083392153578,0.7183638039859893,0.4484713122356993,0.41278378806525
0.09715967072560334,0.163925312772793,0.16514381523538993,0.15666797368133661,0.19798083315811216,0.2014706388296831,0.33466676754062075,0.43230061198168984,0.5128251792684105,0.5717301708185867,0.5573329474144229,0.5012151591275662,0.3297100216464625,0.3406492925264752,0.3100566486570744,0.3020541918788027,0.2863239325172357,0.16850926996861865
0.29632627441754683,,0.17664323614871738,,0.38112405247037645,,0.30668862066205255,,0.5431911474399278,,0.67708560628888,,0.6947891478141637,,0.7166682099397291,,0.5692276964055181,
0.05909353379626248,,0.17286250516958648,0.0836617684578895,0.09559116855424318,,0.1114884574662033,0.3895621871140541,0.8184850934512463,0.8648533612473288,0.36909665227503513,0.9706246535382881,1.0,0.9274454636021796,0.4936623935566641,0.8103150747059604,0.7679072194440106,
0.12728569443929916,,0.045845807047729635,0.18840575236296886,0.21294262800235936,0.2207438715007629,0.22048799728986196,0.4478833455750922,0.29083104883354904,0.450834549391281,0.49786075158449744,0.5683008810326703,0.4784157819613465,0.7435323014079853,0.8299263643475634,0.8340251073193737,0.4709702428611616,0.21560704364295621
0.1491957107229962,0.18374724266884418,0.22028734491081833,0.20709673599120934,0.26808523085035924,0.0483321836883708,,0.5092767728524538,0.7156413926312015,0.5203975315498699,1.0,0.9432638091264587,0.6148527758416323,0.8264717495204543,0.40464214059232145,0.5060780830593181,0.35828465530412235,0.27636226571298705
0.4004486494853425,0.3221836918790132,0.2785160187807184,0.6117835850635444,0.7641918106845017,0.7095143675111788,0.7329143853126235,0.5347004044383465,0.5763393307765518,0.36509031965543237,0.2445006765171335,0.24816348249092982,0.21310037517229677,0.2207485689136884,0.25637684320373794,0.24513551340531473,0.2089554709355222,0.21845385928790614
0.07674668220586763,0.18856024770803614,0.13577159928934027,0.30377894890401874,0.41635068150890286,0.18289849923869395,,0.501775966543764,0.5517811768356009,0.7079595208446192,0.8053781777451493,0.76741353982187,0.7129820939040569,0.5964646952138924,0.4521100197453845,0.47564536048672923,0.24422817715978903,0.31878104872960167
0.1691687482664376,,0.23222942896661894,0.2824330217752561,0.358915301671299,0.34484287546451525,0.5273732418489389,0.47725919151533996,0.43237377797404963,0.3152345185098217,,0.2095276726031944,0.2880104065418175,0.4114159565203727,0.35351020947879286,0.36555598716397825,0.49862490397716536,0.4626449386886473
0.2077795573266802,0.24174834874478857,0.26198351825093646,,0.4353003188656602,0.5398258853040853,0.8544709079315644,0.45557226418225205,0.9552668512505719,0.663149446988273,0.6961432862250652,0.477212001577489,0.35732690326373606,0.14948802455490393,0.2407192796321679,0.2874187075488277,0.4241256720087132,0.25145679807845595
0.0282328295476951,,0.12993121756966505,,0.0762211671688145,,0.28683765256783905,,0.49856566887942816,,0.6468393383702968,,0.634786007296154,,0.4638104989526907,,0.25492260400950867,
0.22283431692506814,0.08638184589443708,0.1838186276454118,,0.3143983746060429,0.4364209318604474,,0.7996153302974449,0.7862886911480405,0.6309049021526795,0.742831410511692,0.5654075800734598,0.29513638685199883,0.23913141297622256,0.13457058497580407,0.13863671535098787,0.22129737573236463,0.1974826691169492
,0.2909971105618812,0.3060567632254448,0.20834770674950917,0.5511660886783658,,0.7691160857426697,0.8880156976091943,0.8504410035205524,0.6125910954000289,0.42017395258407325,0.31481717805533804,0.5745047374380761,0.638576070651898,0.36084983665327547,0.5865809025969456,0.6262653255850287,0.6156826982786351
,0.19436976069467027,0.20202218483762013,0.11623794849960481,0.13854017412921035,0.31767472362447713,0.36113017333257846,0.6687448715222417,0.7625833084107763,0.6282054362871408,0.3193742394450475,0.33665545745289266,0.21718926812098083,0.3055060423169435,0.22164306144927504,0.18851969286051842,0.19872187546184936,
0.08832532112409502,0.1182280781734153,0.012558403472479615,0.22754319743105864,0.41183864259169956,0.349140408085739,,0.6114462778623784,0.6231632260183181,0.7012811200408758,0.7832325769424904,0.8385592784767487,0.4901187881302751,0.6181272900772246,0.4619614718697762,0.2237769571389193,0.2743880794019818,0.228451042333017
0.15746874813021866,0.16087659449491862,0.07331315215231989,0.2122384306524173,0.24775125073600673,0.12673038506866477,,0.2401798274164211,0.24053335226716024,0.43970095913434976,0.6936342639587401,0.6615148884885734,0.4701742500042892,0.6035058304589274,0.24543130203120886,0.46258053867209364,0.4091720897538617,0.1582034124818914
0.13675544725378816,0.15139265388613438,0.22579947234164105,0.2720044999467164,0.36523404516200164,,0.5124819974660038,0.3267261998724246,0.32191320526147044,0.5836979142403451,0.7008641395369575,0.5253486625993842,0.35220146512378203,0.5446536250595573,0.5018003075364225,0.4395476154549492,0.2674249784662767,
0.1617609264207693,,0.27592226838467576,0.34686368372743,0.41246445351089817,0.3662998024818877,0.35064159755592544,0.4645109543888903,0.4475254193461851,0.3818851615119452,0.3860934863575682,0.3544411575653001,0.3764349459041727,0.32880300102438675,0.2921793261805935,0.15540650030821632,0.17085913897522895,0.16630177706140664
0.14302056746146558,,0.18807373303647998,0.21571619629071573,0.3194842470477226,0.37013909397850986,0.4396850716864585,0.44426063087292594,0.3302209544710947,0.29888810096858265,0.24777963014363272,0.28691894881573826,0.29777026384731065,0.12309415315228171,0.3364508281642432,0.21533407156433393,0.24699491348868052,0.36475797960646983
,,0.5736059475875783,0.8860914752942223,1.0,,1.0,0.6438482641481554,0.7256074827220826,0.7897602177261234,,0.9596241917943412,0.6361578044946127,0.531769610992281,0.8184737858218745,0.8262020152638111,0.9014351035687294,
,0.14111759669217125,0.2403237063944451,0.22152389097307273,0.23938085293201225,,0.19372816446364294,0.21302699814027284,0.31849592100590857,0.4195889604347841,0.8213219026505668,0.943795382213824,0.44418617746928807,1.0,0.8613720334371578,0.5022540305872366,0.3142802949910989,
0.19011848189544456,,0.31725051059973236,0.33123284606130166,0.38751408038696333,0.486811464884781,0.3267777039649094,,0.24403032379971037,0.12777915579734206,0.4435529192812072,0.43192654561031774,0.5802621569870622,0.27128872846680596,0.2820088353136435,0.29111332108436905,0.2960365154758653,0.6830982217718432
,0.14396565363555827,0.21103971556718706,0.1573162715043566,0.1315140709099569,,0.16572780696577105,0.40971374449563147,0.30905138593882997,0.5577152537108151,0.7863739661614894,0.741154832445844,0.8955200268183857,0.7976251904759213,0.18730749319837622,0.7873869457893123,0.20637193909636856,0.978966833974202
0.1903051399903955,,0.22811303357079118,0.29340635953978583,0.3819727032888382,0.5146338750522917,0.6472596264771946,,0.7292070297061605,0.7861921960148488,0.35109297067412415,0.7088479730133153,0.6585596286632379,,,0.564615426174837,0.35224633338482003,0.7430208438488303
0.15519822722702148,0.16166678710019233,0.21412015679941668,0.2547826753955811,0.2196661345167059,0.1583070167197057,,0.22868437822874807,0.4946731984562466,0.7831079941377934,0.47069753312309087,0.8507156384844594,0.35753236222404006,0.8418595160413265,0.779275380718672,0.6658820579220889,0.5805442854120483,0.22934430666786193
0.1608667897277024,,,0.3503873850393567,0.2946906876649237,0.41245046135082,0.8807819792036354,,0.8114801110664606,0.6475030709614182,0.5171820061687368,0.34183739470418933,0.2911233413911061,,0.27701099125384854,0.338295752795965,0.3457865721429153,0.27243572825929213
0.03567931430447708,0.11382863519165706,0.18513271789300437,0.07081347081425401,0.09293327964756674,0.09073406364915786,0.26655788513385564,0.1686244892132203,0.14733867005997048,0.3720564712151459,,0.45518967107709757,0.3686427122146984,0.6346399153867363,0.3331776279110487,0.5414953969733012,0.4210394626446751,0.22015924343613613
0.04145385931350123,0.17523014367053022,,,0.18484473310629546,0.25171546225686414,0.18185880045857247,0.4666576494250475,0.4167208818331297,,0.4662523253341042,0.5926880085805639,0.38849456245874053,0.5373371572055974,0.39793821861929035,0.47468834929763853,0.4216771813614191,0.26481736373526205
0.13835850762083315,-0.015393236114614656,0.267851905114721,0.28996353074058806,0.41676054249554945,0.2846786906288983,,0.2635826126076722,0.5852325860265672,0.4829293096659481,0.3060745432432599,0.24430019273523929,0.2606439085641409,0.33713657551886494,0.31005714933377687,0.2860889954610026,0.19629206468066063,0.27164975995496654
0.20142294827609705,,0.2601072403291294,0.45578607449625075,0.29473912317943235,0.9548786176227875,0.5639383935065682,,0.9865587408002724,0.8382460583807606,0.8059653601685004,0.48001730013563665,0.1152561600527051,,0.3373397701882495,0.2832228439786057,0.056573274295224234,0.2865868324831272
,0.19296944744048286,,0.8702199543864579,0.26764135264895794,0.4817479461436531,0.7703884498296383,0.9680375830428538,,0.43443255385966434,,0.19375512398732983,,0.21183182061658473,,0.25498452360332124,,0.2135274388401828
0.11263313959646278,0.14310745209234746,0.14346374492097344,0.2713105962012995,0.23038493245158717,0.1578564618147252,,0.28288793349106517,0.2715316771223195,0.43137234368269106,0.7757315019190254,0.9520745289765279,0.6032317842558309,0.9281870442304004,0.7471918413299907,0.6864870010464601,0.36813715725349344,0.3215183777560178
0.25575945720212007,0.09487620690709805,0.1528259108292133,0.22155529765202453,0.262940769314025,,,0.634685883911395,0.7414513664628484,0.7620345079988535,1.0,0.9361994274465838,0.19254828332331944,0.8339751317382249,0.45772166207708875,0.532775970797642,0.4324191728575962,0.2552418819560734
0.18965793845037504,,0.1767704707384148,0.07504902046661001,0.24514772008958235,0.15421778780735546,0.6111765132562089,,1.0,0.9866940676407846,0.5805027077239944,0.9197800522824976,0.502363645269832,0.3767504526340214,0.28317857204993346,0.22816376141519842,0.2208185955068647,0.22836363462469414
0.11824690322174586,,0.239626560485594,0.18855043820796358,0.20489578394175018,0.3928596014513761,0.20395611099371572,0.4465809371672126,0.5681897428776908,0.5409856992658445,0.5483455903680039,0.5169239868791877,0.3583741885373241,0.3897212407941326,0.4053546733257495,0.3604207963230602,0.3341719714478339,0.17147415952177325
0.1651486728261485,0.22946020830443958,0.2079114450971539,0.30033445644910034,0.24404765924701138,0.25589990102804433,,0.40813261978993337,0.4354434531690922,0.7085775169013482,0.42814561723837596,1.0,0.7908407600150194,0.7245696193748822,0.48989456713955615,0.2833720455045919,0.24403620535143064,0.08380565895777882
0.1451073595738991,,0.14690513044056178,,0.2742189209152453,0.33390156414288386,0.2165495539061206,,0.2166986557535069,,0.6506896165298875,,1.0,,0.5714837567526209,,0.47797225646746627,
